Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
MSD-1-RNASeq030-Ilmn-mRNA_S1_L001_R1_paired	(0.0, 0.0030786267326569344)	(1.0, 0.005444715957378175)	(2.0, 0.005458269659974777)	(3.0, 0.0018975183635243995)	(4.0, 0.0006505777246369369)	(5.0, 0.0005982991574786117)	(6.0, 0.0006467052381807647)	(7.0, 0.0007822422641467932)	(8.0, 0.0009545679114464582)	(9.0, 0.0012314506930627734)	(10.0, 0.0015935281767148783)	(11.0, 0.0019672231197355)	(12.0, 0.0023254281169314325)	(13.0, 0.002747529140654207)	(14.0, 0.003142522759183776)	(15.0, 0.003479429080870761)	(16.0, 0.0041551779674728175)	(17.0, 0.005258836607481907)	(18.0, 0.006821384892547407)	(19.0, 0.009226198981830372)	(20.0, 0.012180906147889792)	(21.0, 0.015896556902587063)	(22.0, 0.02016210073406079)	(23.0, 0.025943723013125947)	(24.0, 0.03463745510723264)	(25.0, 0.045641125372446065)	(26.0, 0.06197140075812442)	(27.0, 0.08378705320897076)	(28.0, 0.11240472812008365)	(29.0, 0.16307814964232553)	(30.0, 0.23159211626815296)	(31.0, 0.3188218099366608)	(32.0, 0.4130684490637528)	(33.0, 0.5135730263040192)	(34.0, 0.6299489892849074)	(35.0, 0.792668933930037)	(36.0, 1.046494931186303)	(37.0, 1.2731593084389767)	(38.0, 1.527492601421001)	(39.0, 1.8030993987500077)	(40.0, 1.921138594663822)	(41.0, 2.07320726531125)	(42.0, 2.180610677173187)	(43.0, 2.2554716491006808)	(44.0, 2.3161903004902338)	(45.0, 2.3736812344185667)	(46.0, 2.533471643059602)	(47.0, 2.552694665828041)	(48.0, 2.46723857095646)	(49.0, 2.5029312786229996)	(50.0, 2.579472909672472)	(51.0, 2.689013934058216)	(52.0, 2.8508974216288125)	(53.0, 2.984157425558612)	(54.0, 3.1070139946239044)	(55.0, 3.424732145920556)	(56.0, 3.718011035192305)	(57.0, 3.7313110899260287)	(58.0, 3.6941197300009505)	(59.0, 3.701764018265434)	(60.0, 3.848153687524886)	(61.0, 4.2036537529311815)	(62.0, 4.251657095041892)	(63.0, 3.8005763189243535)	(64.0, 3.368490088874339)	(65.0, 2.8718708082754416)	(66.0, 2.3198730351100534)	(67.0, 1.9011856081983944)	(68.0, 1.5562748570065015)	(69.0, 1.280408603084931)	(70.0, 1.0703010416756218)	(71.0, 0.9056700249643711)	(72.0, 0.7021766704222041)	(73.0, 0.5158113234756867)	(74.0, 0.4728790023793331)	(75.0, 0.4118776594784799)	(76.0, 0.3271534645471154)	(77.0, 0.2773494162342842)	(78.0, 0.2129906275759296)	(79.0, 0.17867846133101542)	(80.0, 0.1539139104437939)	(81.0, 0.10877620831065025)	(82.0, 0.08282280408138386)	(83.0, 0.06704823050216624)	(84.0, 0.056170416046778394)	(85.0, 0.05293108112619031)	(86.0, 0.04241147166799841)	(87.0, 0.03331306473922173)	(88.0, 0.026025045228705565)	(89.0, 0.017662410726601605)	(90.0, 0.010970754130335967)	(91.0, 0.005915223061803102)	(92.0, 0.004757349611407602)	(93.0, 0.004468849370422769)	(94.0, 0.003748566889574732)	(95.0, 0.0029779420847964554)	(96.0, 0.001988521795244447)	(97.0, 0.001016527694745214)	(98.0, 0.0005905541845662672)	(99.0, 0.0006873663459705733)	(100.0, 0.0005595742929168893)
MSD-1-RNASeq030-Ilmn-mRNA_S1_L001_R2_paired	(0.0, 0.000154218015000555)	(1.0, 0.0005127748998768454)	(2.0, 0.00061687206000222)	(3.0, 0.0002795201521885059)	(4.0, 0.0001696398165006105)	(5.0, 0.00015807346537556887)	(6.0, 0.0002043388698757354)	(7.0, 0.00024096564843836718)	(8.0, 0.000277592427000999)	(9.0, 0.00034313508337623484)	(10.0, 0.0004568708694391441)	(11.0, 0.0006284384111272616)	(12.0, 0.000738318746815157)	(13.0, 0.0008462713573155455)	(14.0, 0.0010988033568789543)	(15.0, 0.0014862761195678488)	(16.0, 0.001846760729631646)	(17.0, 0.0023209811257583527)	(18.0, 0.002960985888010656)	(19.0, 0.003730148237825924)	(20.0, 0.004753770312392108)	(21.0, 0.006064623439896825)	(22.0, 0.008370182764155121)	(23.0, 0.011664665109604478)	(24.0, 0.01551047685868082)	(25.0, 0.020990999566763043)	(26.0, 0.032412771302741644)	(27.0, 0.05329196280862928)	(28.0, 0.07577694939571021)	(29.0, 0.09583685769690739)	(30.0, 0.12226982546800252)	(31.0, 0.17562540320781955)	(32.0, 0.25560479351229487)	(33.0, 0.35652506252865807)	(34.0, 0.4999786600821743)	(35.0, 0.7128226534851902)	(36.0, 0.9452060693887765)	(37.0, 1.15524522264397)	(38.0, 1.443467126328882)	(39.0, 1.6775141690692867)	(40.0, 1.7505961586528624)	(41.0, 1.9134137557148858)	(42.0, 2.107393030432959)	(43.0, 2.195314648509963)	(44.0, 2.216172635038788)	(45.0, 2.2596813925208195)	(46.0, 2.3846403946253942)	(47.0, 2.4468673636781184)	(48.0, 2.4787962759587954)	(49.0, 2.4917640832951546)	(50.0, 2.481657020137056)	(51.0, 2.6218084244443727)	(52.0, 2.8299487683898716)	(53.0, 2.9641145859899796)	(54.0, 3.108063608916685)	(55.0, 3.4653539783447833)	(56.0, 3.8741608756838173)	(57.0, 3.9452553805990727)	(58.0, 3.8119165571044054)	(59.0, 3.8213315669201893)	(60.0, 3.977984298832566)	(61.0, 4.239405039235569)	(62.0, 4.316319346491908)	(63.0, 3.9518906106944716)	(64.0, 3.4444786422892704)	(65.0, 2.9863374019515594)	(66.0, 2.514626904018987)	(67.0, 2.096262345200294)	(68.0, 1.7453778065702812)	(69.0, 1.4037964696951768)	(70.0, 1.1269269396394932)	(71.0, 0.9078506107052671)	(72.0, 0.7363177680705248)	(73.0, 0.588241485517367)	(74.0, 0.4862262685944998)	(75.0, 0.4270528162387869)	(76.0, 0.3676596032116981)	(77.0, 0.2925650685323654)	(78.0, 0.22960556390838877)	(79.0, 0.19938654386903004)	(80.0, 0.1728089967088719)	(81.0, 0.15434910031330548)	(82.0, 0.14787965458403218)	(83.0, 0.12538310164582622)	(84.0, 0.09293755901489696)	(85.0, 0.07906564856559703)	(86.0, 0.07253451563032352)	(87.0, 0.06662025475505225)	(88.0, 0.056524757948078416)	(89.0, 0.03985571825170593)	(90.0, 0.02594910874903088)	(91.0, 0.016514821681371934)	(92.0, 0.011088275278539905)	(93.0, 0.007599092689152348)	(94.0, 0.004202440908765124)	(95.0, 0.0021667631107577974)	(96.0, 0.0013378412801298145)	(97.0, 0.0009908507463785657)	(98.0, 0.00092530809000333)	(99.0, 0.003662677856263181)	(100.0, 0.02303824371589541)
MSD-10-RNASeq030-Ilmn-mRNA_S10_L001_R1_paired	(0.0, 0.0024122555586887228)	(1.0, 0.0037167198791110767)	(2.0, 0.00356620476521619)	(3.0, 0.0013566428932392483)	(4.0, 0.0005177719917984114)	(5.0, 0.0004073942416088276)	(6.0, 0.00042144231890568366)	(7.0, 0.0005940329828384874)	(8.0, 0.0008489052423671629)	(9.0, 0.0011017706337105731)	(10.0, 0.0013987871251298167)	(11.0, 0.0017861126848859928)	(12.0, 0.002187486321939025)	(13.0, 0.0026310041908826254)	(14.0, 0.0031507830508663015)	(15.0, 0.0036886237245173648)	(16.0, 0.004573652594219301)	(17.0, 0.005912233673791162)	(18.0, 0.007403336735443176)	(19.0, 0.00969116646664546)	(20.0, 0.012581056653427292)	(21.0, 0.016283728455241512)	(22.0, 0.021573832991600473)	(23.0, 0.028499535098950545)	(24.0, 0.03848571118882998)	(25.0, 0.05091424586017712)	(26.0, 0.06683874491025617)	(27.0, 0.08662646521697064)	(28.0, 0.11494136844287679)	(29.0, 0.1586971154862131)	(30.0, 0.2188389412622394)	(31.0, 0.2995973239054947)	(32.0, 0.3763018328145144)	(33.0, 0.4438088648304639)	(34.0, 0.5255225167299055)	(35.0, 0.6486037425322176)	(36.0, 0.844425912577651)	(37.0, 1.0341472033398782)	(38.0, 1.283550747063706)	(39.0, 1.5452824820496176)	(40.0, 1.6949486907021374)	(41.0, 1.9128604588627844)	(42.0, 2.0888367094241307)	(43.0, 2.2632897470328603)	(44.0, 2.39274679305976)	(45.0, 2.523137032792808)	(46.0, 2.740145710270086)	(47.0, 2.7842305836958054)	(48.0, 2.711347151811531)	(49.0, 2.7314399160824054)	(50.0, 2.7561203810247967)	(51.0, 2.8516954714798644)	(52.0, 3.017645408587626)	(53.0, 3.083583069682698)	(54.0, 3.1929634063842047)	(55.0, 3.5313996502791363)	(56.0, 3.8120220354929493)	(57.0, 3.7993928140030753)	(58.0, 3.7786036664719136)	(59.0, 3.7984716615060385)	(60.0, 3.9220786867728905)	(61.0, 4.190697993370632)	(62.0, 4.199421849371979)	(63.0, 3.8519005132023527)	(64.0, 3.410624316021694)	(65.0, 2.8416390550035007)	(66.0, 2.27384386681917)	(67.0, 1.8642300289974392)	(68.0, 1.5306724816608874)	(69.0, 1.2290241384700518)	(70.0, 1.0076123921943023)	(71.0, 0.8635052084149669)	(72.0, 0.6595993733192855)	(73.0, 0.4646521978026279)	(74.0, 0.41923075016552147)	(75.0, 0.3600060631501613)	(76.0, 0.2804397602089535)	(77.0, 0.2415928127467758)	(78.0, 0.19815013714034085)	(79.0, 0.1657994219938665)	(80.0, 0.1420140202621038)	(81.0, 0.10483478026188145)	(82.0, 0.08230567801409476)	(83.0, 0.06744883283857678)	(84.0, 0.05771552214004074)	(85.0, 0.05824533534095075)	(86.0, 0.05069951096435375)	(87.0, 0.039613571108949)	(88.0, 0.028264731521274518)	(89.0, 0.017716632339520835)	(90.0, 0.011194310737409063)	(91.0, 0.006100879283206088)	(92.0, 0.004605762485183543)	(93.0, 0.004405075666657027)	(94.0, 0.0038391388384122517)	(95.0, 0.002978192386933498)	(96.0, 0.0018804354895934551)	(97.0, 0.0010114615653736407)	(98.0, 0.0008328502968850416)	(99.0, 0.0010475851927084136)	(100.0, 0.0007565893058449655)
MSD-10-RNASeq030-Ilmn-mRNA_S10_L001_R2_paired	(0.0, 0.00014792391976958412)	(1.0, 0.0004977440003057627)	(2.0, 0.0005956936228558927)	(3.0, 0.0002458735423197141)	(4.0, 0.00013593008843691513)	(5.0, 0.0001419270041032496)	(6.0, 0.00017790849810125656)	(7.0, 0.00020789307643292903)	(8.0, 0.00026586326120749576)	(9.0, 0.0003498200805361787)	(10.0, 0.000439773815531196)	(11.0, 0.0005577131569691077)	(12.0, 0.0007616082896244803)	(13.0, 0.0009715003379461876)	(14.0, 0.0011334170609372187)	(15.0, 0.0014892340571397318)	(16.0, 0.001954994507225044)	(17.0, 0.0024007652384225747)	(18.0, 0.0030384372709428087)	(19.0, 0.004035924243443113)	(20.0, 0.0052772857863743515)	(21.0, 0.00698840572316846)	(22.0, 0.009621051700689302)	(23.0, 0.012761436537959796)	(24.0, 0.01705922609883285)	(25.0, 0.023343993717151394)	(26.0, 0.03567964924280144)	(27.0, 0.058465929802983735)	(28.0, 0.07992889097279486)	(29.0, 0.09412359035500861)	(30.0, 0.1131018294670685)	(31.0, 0.15569992041693115)	(32.0, 0.21949910721917504)	(33.0, 0.2895210935111853)	(34.0, 0.38834826472048894)	(35.0, 0.5448097934270446)	(36.0, 0.7282494467445504)	(37.0, 0.9056442090703909)	(38.0, 1.1720771772661884)	(39.0, 1.4143365784109918)	(40.0, 1.5319221018245894)	(41.0, 1.758011819361066)	(42.0, 2.0036954593513463)	(43.0, 2.196706190072322)	(44.0, 2.324708355998343)	(45.0, 2.398828234662348)	(46.0, 2.5862598348417443)	(47.0, 2.697464639986362)	(48.0, 2.7050087598946106)	(49.0, 2.699505590284805)	(50.0, 2.692229332609652)	(51.0, 2.829836558461252)	(52.0, 3.016734433146344)	(53.0, 3.1094567442073195)	(54.0, 3.2449630506038134)	(55.0, 3.6176033942222836)	(56.0, 3.989174287880257)	(57.0, 3.995171203546592)	(58.0, 3.878155387121296)	(59.0, 3.9186805442224957)	(60.0, 4.053785057269345)	(61.0, 4.286365436528684)	(62.0, 4.318836735889997)	(63.0, 3.9427641575384946)	(64.0, 3.441076185696173)	(65.0, 2.9621285180605907)	(66.0, 2.439815154269856)	(67.0, 1.9978704552674469)	(68.0, 1.6794722138509723)	(69.0, 1.3529381568471703)	(70.0, 1.0709391945534572)	(71.0, 0.8464986288252226)	(72.0, 0.6704251869178645)	(73.0, 0.5362621896306292)	(74.0, 0.4421286044161767)	(75.0, 0.37799558930850685)	(76.0, 0.32948254053974957)	(77.0, 0.2691815545428675)	(78.0, 0.21590095781937432)	(79.0, 0.18711976056474633)	(80.0, 0.16083128125542473)	(81.0, 0.14822176658101205)	(82.0, 0.14460162849043479)	(83.0, 0.12794619471313515)	(84.0, 0.09680621062974891)	(85.0, 0.08057255992098145)	(86.0, 0.07415985810178109)	(87.0, 0.06868067615464014)	(88.0, 0.05855588353797875)	(89.0, 0.040870979237958335)	(90.0, 0.026664286024411926)	(91.0, 0.016277628090320587)	(92.0, 0.01012279364477262)	(93.0, 0.006864469466064213)	(94.0, 0.003726083600682497)	(95.0, 0.0018050716155666817)	(96.0, 0.0011034324826055463)	(97.0, 0.0009615054785022968)	(98.0, 0.001065452016718761)	(99.0, 0.003372265576368762)	(100.0, 0.01760094748069173)
MSD-11-RNASeq030-Ilmn-mRNA_S11_L001_R1_paired	(0.0, 0.002195394679297015)	(1.0, 0.0033393920824807853)	(2.0, 0.0032352169395264458)	(3.0, 0.001219235006428571)	(4.0, 0.0004012672173056056)	(5.0, 0.0003607546617122512)	(6.0, 0.0004128422331894212)	(7.0, 0.0005073715295739147)	(8.0, 0.0006636342440054247)	(9.0, 0.0009240721013912745)	(10.0, 0.0011632890963234625)	(11.0, 0.0013291976573248186)	(12.0, 0.0015684146522570066)	(13.0, 0.00207964452045886)	(14.0, 0.0026738286691613913)	(15.0, 0.0031599793362816443)	(16.0, 0.0038062510564613457)	(17.0, 0.004792056575899636)	(18.0, 0.006267871101086119)	(19.0, 0.008461336611069164)	(20.0, 0.0114901324340009)	(21.0, 0.015535600485394433)	(22.0, 0.020466557251899855)	(23.0, 0.027648854607807402)	(24.0, 0.037634234976912276)	(25.0, 0.049130154918855085)	(26.0, 0.06525222287569617)	(27.0, 0.0893166808981487)	(28.0, 0.12269131002981684)	(29.0, 0.17405737218356232)	(30.0, 0.24423476431782198)	(31.0, 0.3376547883467833)	(32.0, 0.44920514558842767)	(33.0, 0.5664542689835372)	(34.0, 0.7007553199448211)	(35.0, 0.9086020926625549)	(36.0, 1.2360554336770688)	(37.0, 1.5173437530082985)	(38.0, 1.7979665089262087)	(39.0, 2.041850164428888)	(40.0, 2.1422904355913834)	(41.0, 2.3553787613351718)	(42.0, 2.4822274312365926)	(43.0, 2.536643510075723)	(44.0, 2.5510679090362713)	(45.0, 2.58191532636664)	(46.0, 2.7342811187839318)	(47.0, 2.7217492349203876)	(48.0, 2.612616126829147)	(49.0, 2.610858653584121)	(50.0, 2.589562553527214)	(51.0, 2.6304358637822807)	(52.0, 2.7577764718587634)	(53.0, 2.873270051178161)	(54.0, 3.0463802012285646)	(55.0, 3.360248331934107)	(56.0, 3.613976538445972)	(57.0, 3.5667118902537243)	(58.0, 3.532829889592483)	(59.0, 3.586512884092305)	(60.0, 3.653325804943002)	(61.0, 3.910433916092941)	(62.0, 3.9779587004204933)	(63.0, 3.5853206574562724)	(64.0, 3.1423910996461863)	(65.0, 2.6859805066700835)	(66.0, 2.21344784573714)	(67.0, 1.839734953742957)	(68.0, 1.5189874052638002)	(69.0, 1.2208072794194558)	(70.0, 0.9714081288481382)	(71.0, 0.786792413009222)	(72.0, 0.6054640016813096)	(73.0, 0.4463866292207186)	(74.0, 0.3916001498733056)	(75.0, 0.3335745952477383)	(76.0, 0.26905931504997843)	(77.0, 0.22822458818119112)	(78.0, 0.17287479139409917)	(79.0, 0.1372025216094936)	(80.0, 0.11599130500240162)	(81.0, 0.08583645945574815)	(82.0, 0.06747848426401669)	(83.0, 0.05587838917911955)	(84.0, 0.04742669841462024)	(85.0, 0.046055059032388095)	(86.0, 0.03812424398266047)	(87.0, 0.02991369938240731)	(88.0, 0.022681243624336562)	(89.0, 0.014789011960888332)	(90.0, 0.009368046188634717)	(91.0, 0.005154740406925857)	(92.0, 0.0039914513106023945)	(93.0, 0.004037751374137657)	(94.0, 0.003960584601578886)	(95.0, 0.0034917964582843563)	(96.0, 0.0023323657005888325)	(97.0, 0.001198014143974909)	(98.0, 0.0007697385562737338)	(99.0, 0.0009973805353221063)	(100.0, 0.0009086387468795204)
MSD-11-RNASeq030-Ilmn-mRNA_S11_L001_R2_paired	(0.0, 0.00012284419474996926)	(1.0, 0.0005086517438865915)	(2.0, 0.0006391737008084338)	(3.0, 0.0002744799976444626)	(4.0, 0.00012860251637887408)	(5.0, 0.0001132469920351279)	(6.0, 0.00014203860017965197)	(7.0, 0.00016123300560933466)	(8.0, 0.00021305790026947795)	(9.0, 0.0002763994381874308)	(10.0, 0.0003589353815350664)	(11.0, 0.0004894573384569088)	(12.0, 0.0006391737008084338)	(13.0, 0.000896378733566182)	(14.0, 0.001216925304241883)	(15.0, 0.0015547468398042982)	(16.0, 0.0018714545293940631)	(17.0, 0.0023052480921048916)	(18.0, 0.0030096827713742467)	(19.0, 0.0036891647235850144)	(20.0, 0.004629690589639467)	(21.0, 0.0063456704350531)	(22.0, 0.008963787335661819)	(23.0, 0.012322808285856291)	(24.0, 0.016633871745363026)	(25.0, 0.023111983577880933)	(26.0, 0.03784560918570538)	(27.0, 0.06586176335087024)	(28.0, 0.0953117396016324)	(29.0, 0.11696686780740043)	(30.0, 0.14598496993599472)	(31.0, 0.21397347340847384)	(32.0, 0.31721250245256516)	(33.0, 0.4383368784760348)	(34.0, 0.6115702263600071)	(35.0, 0.8812209115983615)	(36.0, 1.1602883721405182)	(37.0, 1.3923391365826672)	(38.0, 1.7028048055266989)	(39.0, 1.9375274312046598)	(40.0, 1.9877092847600222)	(41.0, 2.1497023888243723)	(42.0, 2.359998214152519)	(43.0, 2.4443576260159743)	(44.0, 2.4250058264617684)	(45.0, 2.4192398270706916)	(46.0, 2.541638711614692)	(47.0, 2.6111071037458)	(48.0, 2.5908090200039102)	(49.0, 2.5583090527303716)	(50.0, 2.532089494913425)	(51.0, 2.619687002972868)	(52.0, 2.7663821659097607)	(53.0, 2.8569624845729766)	(54.0, 3.0056922544854157)	(55.0, 3.311315174939539)	(56.0, 3.6363647531290435)	(57.0, 3.722781805254561)	(58.0, 3.6338809970664423)	(59.0, 3.657847131685944)	(60.0, 3.789622483282345)	(61.0, 4.001745616007397)	(62.0, 4.077692119971023)	(63.0, 3.7868565694599274)	(64.0, 3.317244326776768)	(65.0, 2.859089224694585)	(66.0, 2.4023468308520277)	(67.0, 2.009798206528501)	(68.0, 1.6987202360512623)	(69.0, 1.3721773331193285)	(70.0, 1.083783310978889)	(71.0, 0.8559188463609538)	(72.0, 0.6683741497886101)	(73.0, 0.5198555183358973)	(74.0, 0.41919621738155527)	(75.0, 0.35594105428803596)	(76.0, 0.3037553048058146)	(77.0, 0.24402615398972802)	(78.0, 0.19091523416579598)	(79.0, 0.16031743247033878)	(80.0, 0.13735132637372344)	(81.0, 0.12000918106800512)	(82.0, 0.11020851765560914)	(83.0, 0.09322338829088292)	(84.0, 0.07079664498684166)	(85.0, 0.05924353235871564)	(86.0, 0.0536387659732483)	(87.0, 0.04844859874506209)	(88.0, 0.04163650425806771)	(89.0, 0.030755195819980582)	(90.0, 0.0207126828991706)	(91.0, 0.012581932759157009)	(92.0, 0.007752620353048842)	(93.0, 0.005364836317596313)	(94.0, 0.0031325269661242163)	(95.0, 0.0016795104750972358)	(96.0, 0.001074886704062231)	(97.0, 0.0008196011118474511)	(98.0, 0.0008579899227068165)	(99.0, 0.003424281928655393)	(100.0, 0.02116759030785408)
MSD-12-RNASeq030-Ilmn-mRNA_S12_L001_R1_paired	(0.0, 0.0005684716607223838)	(1.0, 0.001916357296523256)	(2.0, 0.002406172501045058)	(3.0, 0.0009563910015297966)	(4.0, 0.00034144052577979653)	(5.0, 0.0003217764117296512)	(6.0, 0.00033965287904796514)	(7.0, 0.0003986452211984012)	(8.0, 0.000496965791449128)	(9.0, 0.0006667922309731105)	(10.0, 0.0009099121865021803)	(11.0, 0.0011583950822267443)	(12.0, 0.0014265420920014536)	(13.0, 0.00178049614490407)	(14.0, 0.002182716659566134)	(15.0, 0.0027315242062383722)	(16.0, 0.0034144052577979654)	(17.0, 0.004288564509663518)	(18.0, 0.005607847797755088)	(19.0, 0.0076439774253110465)	(20.0, 0.01073481862464753)	(21.0, 0.01492506256406032)	(22.0, 0.019542554072380813)	(23.0, 0.02602098582853779)	(24.0, 0.03523809237786047)	(25.0, 0.04596576041558067)	(26.0, 0.06094624002832776)	(27.0, 0.08212270321360247)	(28.0, 0.11094493147092008)	(29.0, 0.1510936894211214)	(30.0, 0.20873635828902473)	(31.0, 0.2834063622776221)	(32.0, 0.3714926549886141)	(33.0, 0.4638728751494651)	(34.0, 0.5631122958203533)	(35.0, 0.7160293849079427)	(36.0, 0.9450501706630582)	(37.0, 1.1560175120734084)	(38.0, 1.37602498300663)	(39.0, 1.6272733682253373)	(40.0, 1.7594716316910008)	(41.0, 1.9339245009569632)	(42.0, 2.1194518417266206)	(43.0, 2.242130886345282)	(44.0, 2.3454372033310866)	(45.0, 2.444894716903258)	(46.0, 2.624982248667953)	(47.0, 2.723470857711472)	(48.0, 2.6832988603537564)	(49.0, 2.6990444527677275)	(50.0, 2.7561919434909137)	(51.0, 2.8625068699263903)	(52.0, 2.9851144086757784)	(53.0, 3.063375794948625)	(54.0, 3.220736973811547)	(55.0, 3.523403441977921)	(56.0, 3.7779571860037846)	(57.0, 3.8063986455072216)	(58.0, 3.792583711563629)	(59.0, 3.803470480160482)	(60.0, 3.86369451090915)	(61.0, 4.004473478687604)	(62.0, 3.970686955455991)	(63.0, 3.666164909981976)	(64.0, 3.2539210600945334)	(65.0, 2.7824918022096172)	(66.0, 2.3237798631749493)	(67.0, 1.943804824443795)	(68.0, 1.6271017541390815)	(69.0, 1.3287524528300807)	(70.0, 1.0671857706752428)	(71.0, 0.8769694325279914)	(72.0, 0.6787229852613532)	(73.0, 0.49133827953732273)	(74.0, 0.41924427448929436)	(75.0, 0.3620860578857173)	(76.0, 0.2899330604955385)	(77.0, 0.2563592672250131)	(78.0, 0.23181487759696803)	(79.0, 0.20366122921735538)	(80.0, 0.17505888150805307)	(81.0, 0.13220541405259084)	(82.0, 0.10281113884108722)	(83.0, 0.08588569958410756)	(84.0, 0.0726946543499237)	(85.0, 0.07113761404649854)	(86.0, 0.06429807765051163)	(87.0, 0.0555958133599564)	(88.0, 0.04442123363927834)	(89.0, 0.030792214955795788)	(90.0, 0.019154634731573403)	(91.0, 0.008830974855247094)	(92.0, 0.005144847294210756)	(93.0, 0.004091923369162064)	(94.0, 0.0031444706012914245)	(95.0, 0.002459801903)	(96.0, 0.0016732373409941862)	(97.0, 0.000958178648261628)	(98.0, 0.0006632169375094478)	(99.0, 0.0005434446064767443)	(100.0, 0.00029317406402034886)
MSD-12-RNASeq030-Ilmn-mRNA_S12_L001_R2_paired	(0.0, 0.00012503311591384345)	(1.0, 0.00036259603615014605)	(2.0, 0.00042868496884746333)	(3.0, 0.00016432923805819426)	(4.0, 8.39508063992949e-05)	(5.0, 0.00011967455380325019)	(6.0, 0.00016611542542839202)	(7.0, 0.00022148723390452273)	(8.0, 0.0002322043581257093)	(9.0, 0.00024828004445748915)	(10.0, 0.00032151372663559745)	(11.0, 0.0004251125941070678)	(12.0, 0.0005805108953142733)	(13.0, 0.000741267758632072)	(14.0, 0.0009859754283491656)	(15.0, 0.0013610747760906961)	(16.0, 0.0017415326859428198)	(17.0, 0.002223803275896216)	(18.0, 0.002829320794393258)	(19.0, 0.003645608422573636)	(20.0, 0.004703031345730712)	(21.0, 0.006305241416798106)	(22.0, 0.008741600989747857)	(23.0, 0.011851353201262163)	(24.0, 0.01607211395703948)	(25.0, 0.022597056420371908)	(26.0, 0.03672401233126602)	(27.0, 0.060196300563034835)	(28.0, 0.08360964461158713)	(29.0, 0.10371496965053315)	(30.0, 0.1306667508794472)	(31.0, 0.18821056319773835)	(32.0, 0.26928918030575527)	(33.0, 0.36027935113099957)	(34.0, 0.4948792865996222)	(35.0, 0.6966559428740127)	(36.0, 0.9054469569511697)	(37.0, 1.0850373799003337)	(38.0, 1.34783376911542)	(39.0, 1.556967731167655)	(40.0, 1.634824066259835)	(41.0, 1.8360934453210895)	(42.0, 2.0488355058611236)	(43.0, 2.1767801071883897)	(44.0, 2.2385035979529433)	(45.0, 2.312792916866839)	(46.0, 2.508651934383764)	(47.0, 2.6191704917273806)	(48.0, 2.645213103584864)	(49.0, 2.6661490057509516)	(50.0, 2.683157081889975)	(51.0, 2.843219118320767)	(52.0, 3.0199355657912825)	(53.0, 3.1127208549235754)	(54.0, 3.27894523778155)	(55.0, 3.6030060676070494)	(56.0, 3.911761057857324)	(57.0, 3.8970339429900434)	(58.0, 3.7910505153793594)	(59.0, 3.8595543734011835)	(60.0, 3.94162075212492)	(61.0, 4.129770584952071)	(62.0, 4.123681472207067)	(63.0, 3.731061412551267)	(64.0, 3.272273827953861)	(65.0, 2.8295672882503453)	(66.0, 2.3992372408349296)	(67.0, 2.0170860253558587)	(68.0, 1.6993429402587485)	(69.0, 1.3811318740706469)	(70.0, 1.1110817779451871)	(71.0, 0.874245835968555)	(72.0, 0.6801712196344575)	(73.0, 0.5451211649485449)	(74.0, 0.44793649632345484)	(75.0, 0.38339261570135863)	(76.0, 0.337216099807006)	(77.0, 0.28082259215512223)	(78.0, 0.23586246985987433)	(79.0, 0.21474794895676655)	(80.0, 0.19279391998966583)	(81.0, 0.17802215043813033)	(82.0, 0.169637786922422)	(83.0, 0.14732652048128175)	(84.0, 0.11192250061659188)	(85.0, 0.0941713705315665)	(86.0, 0.08575842801793503)	(87.0, 0.0798800853826142)	(88.0, 0.06800551174553947)	(89.0, 0.048175259561603886)	(90.0, 0.031440470090221044)	(91.0, 0.018008341066333856)	(92.0, 0.010738558469628956)	(93.0, 0.007130459981829473)	(94.0, 0.003745634915304711)	(95.0, 0.0017933321196785547)	(96.0, 0.0009181003082816506)	(97.0, 0.0006269517669394151)	(98.0, 0.0006769650133049525)	(99.0, 0.003009725718783232)	(100.0, 0.016657983414464346)
