Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
MSD-2-RNASeq030-Ilmn-mRNA_S2_L001_R1_paired	(1, 0.0026127367600575807)	(2, 0.0014560142935305402)	(3, 0.0)	(4, 0.0)	(5, 0.0007280071467652701)	(6, 0.0)	(7, 8.08896829739189e-06)	(8, 0.0)	(9, 8.08896829739189e-06)	(10, 2.4266904892175673e-06)	(15, 0.0007830121311875349)	(20, 8.08896829739189e-07)	(25, 0.00014883701667201078)	(30, 0.0)	(35, 0.00039959503389115934)	(40, 5.0151603443829724e-05)	(45, 0.0)	(50, 0.0005343544533881437)	(55, 0.0006808208869226537)	(60, 0.0)	(65, 0.002216480484888296)	(70, 0.0016595822380826698)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 4.208987226506639e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 2.2555870114916614e-05)	(115, 0.0)	(120, 0.0)	(125, 0.001052261408622586)	(130, 1.1684471093711012e-06)	(135, 0.0003163211462143314)	(140, 9.316770103666636e-06)	(145, 0.0)	(150, 0.0)
MSD-2-RNASeq030-Ilmn-mRNA_S2_L001_R2_paired	(1, 0.06649131940456134)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 8.08896829739189e-06)	(8, 8.08896829739189e-06)	(9, 0.0)	(10, 0.00449746637334989)	(15, 2.4266904892175673e-06)	(20, 1.3751246105566213e-05)	(25, 3.073807953008918e-05)	(30, 0.031345561049223314)	(35, 6.471174637913512e-06)	(40, 0.0)	(45, 0.0038527756000477573)	(50, 0.002440657534362866)	(55, 0.00010080816769887455)	(60, 6.28203398815352e-05)	(65, 0.000589607253354982)	(70, 0.0009786272496224739)	(75, 0.0006770103767339557)	(80, 2.162995252599785e-05)	(85, 0.0008991652421907876)	(90, 0.000608117442498222)	(95, 0.0010214942402150535)	(100, 0.0006031505332707917)	(105, 0.0021710590158742784)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 8.550731654042394e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 4.469635642006917e-06)	(150, 0.0)
MSD-3-RNASeq030-Ilmn-mRNA_S3_L001_R1_paired	(1, 0.0025011025471999957)	(2, 0.0020354717538382944)	(3, 0.0)	(4, 0.0)	(5, 0.0007849204802382967)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.3303736953191466e-05)	(10, 2.6607473906382935e-06)	(15, 0.0008328139332697857)	(20, 0.0)	(25, 0.000148114938078865)	(30, 0.0)	(35, 0.0003787130452675171)	(40, 5.676261100028359e-05)	(45, 0.0)	(50, 0.000529244877582241)	(55, 0.0007322942736832787)	(60, 0.0)	(65, 0.0025031230392109235)	(70, 0.0017117692067539357)	(75, 0.0)	(80, 9.252453908068136e-07)	(85, 0.0)	(90, 9.671056517180405e-07)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.6293105520028504e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0010409959676656055)	(130, 4.636314579940549e-06)	(135, 0.00031365864962944065)	(140, 2.891275813762227e-05)	(145, 0.0)	(150, 0.0)
MSD-3-RNASeq030-Ilmn-mRNA_S3_L001_R2_paired	(1, 0.06807522198948074)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.004511740658725666)	(15, 4.434578984397155e-06)	(20, 3.015513709390066e-05)	(25, 5.055420042212757e-05)	(30, 0.03150945751573555)	(35, 1.773831593758862e-05)	(40, 0.0)	(45, 0.003948549127707228)	(50, 0.002493930761392086)	(55, 7.408978534037905e-05)	(60, 7.35692501205661e-05)	(65, 0.0006238181028023164)	(70, 0.0010126115261266647)	(75, 0.0006676220221322034)	(80, 3.544066744028669e-05)	(85, 0.0009072318928889851)	(90, 0.000627764019554634)	(95, 0.001105142451898852)	(100, 0.0006638938492394906)	(105, 0.0022803092604107254)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 9.702669485164743e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
MSD-4-RNASeq030-Ilmn-mRNA_S4_L001_R1_paired	(1, 0.002341835170767875)	(2, 0.0020258732826484)	(3, 0.0)	(4, 0.0)	(5, 0.0007248537433329137)	(6, 0.0)	(7, 1.3939495064094496e-05)	(8, 0.0)	(9, 9.292996709396329e-06)	(10, 2.787899012818899e-06)	(15, 0.0007536620331320424)	(20, 9.29299670939633e-07)	(25, 0.00014961724702128093)	(30, 0.0)	(35, 0.00039402306047840437)	(40, 5.297008124355908e-05)	(45, 0.0)	(50, 0.0005357934039422841)	(55, 0.0006854188753745942)	(60, 0.0)	(65, 0.002276050049824378)	(70, 0.001664374372093551)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 9.91851769102026e-07)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.7329283795488387e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0010200195562939708)	(130, 2.935944401785988e-06)	(135, 0.0003036848002235371)	(140, 1.8402500357761335e-05)	(145, 0.0)	(150, 0.0)
MSD-4-RNASeq030-Ilmn-mRNA_S4_L001_R2_paired	(1, 0.06702573876652103)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 9.292996709396329e-06)	(9, 0.0)	(10, 0.004527547996817892)	(15, 1.858599341879266e-06)	(20, 1.7656693747853027e-05)	(25, 4.088918552134385e-05)	(30, 0.03149303654847322)	(35, 1.4868794735034129e-05)	(40, 0.0)	(45, 0.003889119122882364)	(50, 0.0025000388362324804)	(55, 8.87908480076488e-05)	(60, 6.195036358527592e-05)	(65, 0.0006112599574176316)	(70, 0.0010392223094209355)	(75, 0.0006804612267642111)	(80, 3.579761606840046e-05)	(85, 0.0009153747633262171)	(90, 0.0006428833963208386)	(95, 0.0010730879365761774)	(100, 0.0006285312853109761)	(105, 0.002219374062909134)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.00010363423101682812)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 5.666027456926907e-06)	(150, 0.0)
MSD-5-RNASeq030-Ilmn-mRNA_S5_L001_R1_paired	(1, 0.002348977151974576)	(2, 0.0022659091976807797)	(3, 0.0)	(4, 0.0)	(5, 0.0007014627251476141)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.3074431748276778e-05)	(10, 1.8459545398621423e-06)	(15, 0.0008380633610974126)	(20, 0.0)	(25, 0.00014952231772883353)	(30, 0.0)	(35, 0.0003738057943220838)	(40, 6.0916499815450696e-05)	(45, 0.0)	(50, 0.0005460869024955737)	(55, 0.00074603976836809)	(60, 0.0)	(65, 0.002503879472189305)	(70, 0.0016330773765489996)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 2.9808103477996595e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.050578490540031e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0009614478339217997)	(130, 1.498547113616935e-06)	(135, 0.0002946513210764042)	(140, 2.572831720339367e-05)	(145, 0.0)	(150, 0.0)
MSD-5-RNASeq030-Ilmn-mRNA_S5_L001_R2_paired	(1, 0.06785267399898269)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 4.614886349655355e-06)	(9, 0.0)	(10, 0.004676725826740737)	(15, 2.7689318097932137e-06)	(20, 2.8612295367863204e-05)	(25, 4.2456954416829275e-05)	(30, 0.031716267926641395)	(35, 1.845954539862142e-05)	(40, 0.0)	(45, 0.004010336237850505)	(50, 0.002568980548093433)	(55, 7.983340142998702e-05)	(60, 5.7810419363961746e-05)	(65, 0.0006055540233913895)	(70, 0.001042683873196355)	(75, 0.0006923045021837827)	(80, 2.4088260078670135e-05)	(85, 0.0009470009172086213)	(90, 0.0006117613956455706)	(95, 0.001101906290640231)	(100, 0.0005854007476824279)	(105, 0.0023430465479620617)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 9.321660606511697e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 3.836580103188658e-06)	(150, 0.0)
MSD-6-RNASeq030-Ilmn-mRNA_S6_L001_R1_paired	(1, 0.002144462002428879)	(2, 0.0016795379910621846)	(3, 0.0)	(4, 0.0)	(5, 0.0007264437677604605)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.7434650426251053e-05)	(10, 3.4869300852502104e-06)	(15, 0.0007345799379593777)	(20, 0.0)	(25, 0.0001429641334952586)	(30, 0.0)	(35, 0.00040564619991744107)	(40, 3.835623093775231e-05)	(45, 0.0)	(50, 0.000556706548285232)	(55, 0.0006737547223070784)	(60, 0.0)	(65, 0.0021095002414094092)	(70, 0.0016597770407540413)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 1.299505371869316e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.276271327371317e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0009359862791520233)	(130, 2.13397063370456e-06)	(135, 0.00023044987156452533)	(140, 9.986938333027691e-06)	(145, 0.0)	(150, 0.0)
MSD-6-RNASeq030-Ilmn-mRNA_S6_L001_R2_paired	(1, 0.0656763281556877)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 5.811550142083684e-06)	(9, 0.0)	(10, 0.0046875963446046985)	(15, 3.4869300852502104e-06)	(20, 1.3947720341000841e-05)	(25, 3.4869300852502105e-05)	(30, 0.03141026620793389)	(35, 1.046079025575063e-05)	(40, 0.0)	(45, 0.003799591482894313)	(50, 0.0024162765699739545)	(55, 9.246345370288159e-05)	(60, 5.650481353323245e-05)	(65, 0.0005894486136370229)	(70, 0.0009831313461442731)	(75, 0.0006750672553965434)	(80, 3.337529803214051e-05)	(85, 0.0009107604905909055)	(90, 0.0006195983273727014)	(95, 0.0010821390840026041)	(100, 0.0005794351772026794)	(105, 0.002271045773588373)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 7.662822887158076e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 8.453144207568872e-06)	(150, 0.0)
MSD-7-RNASeq030-Ilmn-mRNA_S7_L001_R1_paired	(1, 0.0026254740293359963)	(2, 0.001990794220505208)	(3, 0.0)	(4, 0.0)	(5, 0.0008310196058072197)	(6, 0.0)	(7, 9.132083580299118e-06)	(8, 0.0)	(9, 1.3698125370448677e-05)	(10, 2.7396250740897356e-06)	(15, 0.0007305666864239295)	(20, 0.0)	(25, 0.00013972087877857652)	(30, 0.0)	(35, 0.0004401664285704175)	(40, 6.392458506209383e-05)	(45, 0.0)	(50, 0.000572307710254722)	(55, 0.0006684684504761022)	(60, 0.0)	(65, 0.002455642519373513)	(70, 0.0016694081459198056)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 2.950202905613539e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 2.28962242260209e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0009483207045674028)	(130, 1.4541148461941286e-06)	(135, 0.0003197348150486202)	(140, 1.1623294922826885e-05)	(145, 0.0)	(150, 0.0)
MSD-7-RNASeq030-Ilmn-mRNA_S7_L001_R2_paired	(1, 0.0657555678199438)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.566041790149559e-06)	(8, 4.566041790149559e-06)	(9, 0.0)	(10, 0.004740464586533273)	(15, 9.132083580299119e-07)	(20, 1.6437750444538412e-05)	(25, 4.2007584469375946e-05)	(30, 0.03162166581350176)	(35, 7.3056668642392956e-06)	(40, 0.0)	(45, 0.0038199505616391214)	(50, 0.0023561337506153527)	(55, 9.644669878243759e-05)	(60, 5.998074636497299e-05)	(65, 0.0006458051079695209)	(70, 0.0011202105196026892)	(75, 0.0007299870100037646)	(80, 3.5323249500283424e-05)	(85, 0.0009957117173470332)	(90, 0.0006089773816362801)	(95, 0.0011728365407888295)	(100, 0.0006161913275556859)	(105, 0.002367980121820776)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.00011721409556431722)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 5.563428940797865e-06)	(150, 0.0)
MSD-8-RNASeq030-Ilmn-mRNA_S8_L001_R1_paired	(1, 0.0023139322606340667)	(2, 0.0005912865132807374)	(3, 0.0)	(4, 0.0)	(5, 0.0005400727207918546)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 4.65579931717116e-06)	(10, 1.8623197268684643e-06)	(15, 0.0005856995541001321)	(20, 0.0)	(25, 0.00010149642511433129)	(30, 0.0)	(35, 0.00043578281608722065)	(40, 4.003987412767198e-05)	(45, 0.0)	(50, 0.0005858327160089994)	(55, 0.0006035246325861055)	(60, 0.0)	(65, 0.001196321700710616)	(70, 0.0013596142839020107)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 1.0011587912429241e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.0422244014748448e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0007619832214607605)	(130, 1.4748907301391987e-06)	(135, 0.00021439099895785482)	(140, 6.755730730152115e-06)	(145, 0.0)	(150, 0.0)
MSD-8-RNASeq030-Ilmn-mRNA_S8_L001_R2_paired	(1, 0.06283466758454198)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.004715393548430952)	(15, 5.586959180605393e-06)	(20, 6.5181190440396246e-06)	(25, 1.3036238088079249e-05)	(30, 0.030973170537412862)	(35, 4.65579931717116e-06)	(40, 0.0)	(45, 0.0037209148142831913)	(50, 0.0023104168962288134)	(55, 8.875233112668879e-05)	(60, 5.526479197751551e-05)	(65, 0.0005891857077642648)	(70, 0.0010794030591603644)	(75, 0.0007316773055963293)	(80, 2.4869151437962077e-05)	(85, 0.0009980510995193054)	(90, 0.0005119019365998426)	(95, 0.001158491310780791)	(100, 0.0005290574240175315)	(105, 0.002410333356344991)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 7.66922446514896e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 1.7742241251367372e-06)	(150, 0.0)
MSD-9-RNASeq030-Ilmn-mRNA_S9_L001_R1_paired	(1, 0.0023918265402040123)	(2, 0.001889704941470439)	(3, 0.0)	(4, 0.0)	(5, 0.0006478988370755789)	(6, 0.0)	(7, 1.079831395125965e-05)	(8, 0.0)	(9, 5.399156975629825e-06)	(10, 5.399156975629825e-06)	(15, 0.0007137685521782629)	(20, 0.0)	(25, 0.00014145791276150142)	(30, 0.0)	(35, 0.0004254535696796302)	(40, 3.9953761619660705e-05)	(45, 0.0)	(50, 0.0005675677455077256)	(55, 0.0006766025094601554)	(60, 0.0)	(65, 0.0022488689908378347)	(70, 0.0016236900789839159)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 3.4074302901948232e-06)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 1.256743970915325e-05)	(115, 0.0)	(120, 0.0)	(125, 0.0009071546446602627)	(130, 2.9885778646019417e-06)	(135, 0.0002339084304381681)	(140, 1.322109264695546e-05)	(145, 0.0)	(150, 0.0)
MSD-9-RNASeq030-Ilmn-mRNA_S9_L001_R2_paired	(1, 0.06518402216677888)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 1.079831395125965e-05)	(9, 0.0)	(10, 0.0046821489292661845)	(15, 4.3193255805038604e-06)	(20, 1.6197470926889475e-05)	(25, 3.5634436039156846e-05)	(30, 0.03145116921443886)	(35, 7.558819765881755e-06)	(40, 0.0)	(45, 0.0038064056678190263)	(50, 0.0024093697665079545)	(55, 0.00010529616935792458)	(60, 6.538597340098602e-05)	(65, 0.0005987130427819434)	(70, 0.0010781231701815772)	(75, 0.0007196565586326728)	(80, 2.343109776634469e-05)	(85, 0.0009913627827704441)	(90, 0.0006074083016791819)	(95, 0.0011180758257806087)	(100, 0.0006242347901970742)	(105, 0.0023656953323281833)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 9.140170653950048e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 5.4172284332551955e-06)	(150, 0.0)
