baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
9.61282767022168	-0.51525386501713	0.323483106151402	-1.59283083171574	0.111198146487332	0.999936089568596
8.9508119928753	-0.438524597722596	0.393538805246847	-1.11431094437442	0.265145813417461	0.999936089568596
4.28587770740799	-0.390731334375536	0.523159218119366	-0.746868870589959	0.455142718198863	0.999936089568596
10.1810711435646	-0.369013733064524	0.406305834107846	-0.908216673469121	0.363763756581507	0.999936089568596
31.0562926402905	-0.320207504995351	0.303887507243117	-1.05370407589404	0.292018422279036	0.999936089568596
5.38002203831002	-0.575485467172254	0.604046560643117	-0.952717066312811	0.340733443971904	0.999936089568596
11.4412262214256	0.1346989099888	0.328772357325137	0.409702662002057	0.682024077087475	0.999936089568596
18.477100685158	-0.0918430685546831	0.347748801689189	-0.26410750549982	0.791697080621219	0.999936089568596
6.41178367220803	0.562540150317291	0.449657390864055	1.25104170807984	0.210919260992291	0.999936089568596
4.3327817238082	0.439452959529016	0.551626866745532	0.796648941560234	0.425654944993008	0.999936089568596
69.3845028024764	-0.0388071494098802	0.21719665216265	-0.178672870983384	0.858194572188391	0.999936089568596
27.8684818215965	-0.0255185502844199	0.287576538122026	-0.0887365514970897	0.929291283209679	0.999936089568596
6.83243170717385	-0.188290100479667	0.453685895631619	-0.415023041916546	0.678125035325301	0.999936089568596
34.3919317684344	-0.0104466118287198	0.298660526954736	-0.0349782140118672	0.972097112941032	0.999936089568596
118.968453520142	-0.107168901300554	0.330117421751649	-0.324638732278655	0.745454509480399	0.999936089568596
2.85219332567802	0.644437784121521	0.761174755872916	0.84663578127007	0.397198163472042	0.999936089568596
6.3111492757728	-0.674795896650546	0.415386281378234	-1.62450212465275	0.104268687306235	0.999936089568596
5.39050240544399	-0.165972896452619	0.407532577756631	-0.407262892616488	0.683814913663834	0.999936089568596
41.7289135700056	-0.0421926476054174	0.252197620053701	-0.167299943577712	0.867134048531868	0.999936089568596
30.0821097208795	0.12932194559742	0.202419539974878	0.638880740532609	0.522900517949295	0.999936089568596
42.9762152438147	0.20601297840251	0.317989720536177	0.647860497047332	0.517075182594372	0.999936089568596
8.15986228537734	0.619092412921903	0.40888912235606	1.5140838410047	0.130004576470905	0.999936089568596
25.4884302995577	-0.31439379016956	0.345205571816537	-0.910743672285358	0.362430447519358	0.999936089568596
200.596471696191	-0.263302998060306	0.209488386532862	-1.25688589433573	0.20879495699235	0.999936089568596
117.507327612223	0.00296653478522843	0.219815716915724	0.0134955535793911	0.989232433009944	0.999936089568596
28.3574872090374	-0.0112988690023702	0.22865118095511	-0.0494153100595114	0.960588327404262	0.999936089568596
4.35338709909655	0.0338360458362538	0.465282680894833	0.0727214814253997	0.942027754100872	0.999936089568596
9.31326005785039	0.0980065021869683	0.471603205063439	0.207815598228991	0.835372952872895	0.999936089568596
250.551639042954	-0.0176805857442985	0.222786296039705	-0.0793611907850358	0.936745336509569	0.999936089568596
15.2623187355392	-0.0902978661770972	0.27947327997479	-0.323100176822781	0.746619376352742	0.999936089568596
7.96062783168537	-0.211466663055893	0.498415767610543	-0.424277634854302	0.671363347981195	0.999936089568596
6.60622283651607	-0.0279057155025681	0.440939242329408	-0.0632869856516896	0.949537978934058	0.999936089568596
9.17621006522083	-0.247548808697724	0.397844078981506	-0.622225695381611	0.533793472264044	0.999936089568596
14.5802006875074	-0.425262652735836	0.358492180569196	-1.18625363616195	0.235522150327282	0.999936089568596
4.85212199235952	-0.0677752394933639	0.429312100922248	-0.157869390002679	0.874559718791477	0.999936089568596
6.55881407684837	0.0627384790078142	0.369269402249376	0.169898937268151	0.865089616908215	0.999936089568596
